OBJECTID,NAME,ACRES,OWNER,JURISDICTION,TYPE,MANAGER,COMMENTS,BLDGCODE,CORRIDOR,OS_NUMBER,SHAPEAREA,SHAPELEN,CREATED_DATE,LAST_EDITED_DATE
560441,Middle Crabtree Creek Trail,12.10060053,CITY OF RALEIGH,RALEIGH,GREENWAY, , , ,CRABTREE CREEK,,527102.159080728,8452.03063238054,,
560442,Lacy Elementary,10.88312234,WAKE COUNTY BOARD OF EDUCATION,RALEIGH,SCHOOL,WAKE COUNTY BOARD OF EDUCATION, , ,,,474068.809011682,3634.24713322878,,
560443,Garner High School,66.6135984,WAKE COUNTY BOARD OF EDUCATION,GARNER,SCHOOL,WAKE COUNTY BOARD OF EDUCATION, ,756,,,2904401.23548455,7224.9667541559,,
560444,East Garner Middle School,17.95301559,WAKE COUNTY BOARD OF EDUCATION,GARNER,SCHOOL,WAKE COUNTY BOARD OF EDUCATION, ,771,,,782033.358905326,3942.32536462059,,
560445,Jaycee Park,1.60765301,TOWN OF GARNER,GARNER,GREENWAY, , , ,,,70029.3649950543,1370.86417617525,,
560446,Jaycee Park,2.79613712,TOWN OF GARNER,GARNER,GREENWAY, , , ,,,121799.732760396,3843.25818370777,,
560447,Vandora Springs Elementary,18.44040573,WAKE COUNTY BOARD OF EDUCATION,GARNER,SCHOOL,WAKE COUNTY BOARD OF EDUCATION, , ,,,803640.840808225,3622.31072153902,,
560448,Lake Wheeler Park,54.34032819,WAKE COUNTY,WAKE COUNTY,PARK, , , ,SWIFT CREEK,,2366044.2681926,7251.81341535144,,
560449,Crowder District Park,32.24899716,WAKE COUNTY,WAKE COUNTY,PARK, , ,081,,,1404669.79470017,5146.54336687003,,2019-10-28T16:28:09.000Z
560450,Clemmons Educational Forest,150.33438052,STATE OF NORTH CAROLINA,WAKE COUNTY,PARK, , , ,,,6524185.40963369,15431.4323299518,,
560451,Phillips Mitigation Site,173.55563723,CITY OF RALEIGH,WAKE COUNTY,OPEN SPACE,, , ,SWIFT CREEK,,7560083.55774324,15459.1197473367,,
560452,South Garner Park,34.17264012,TOWN OF GARNER,GARNER,PARK, , , ,,,1488560.20343413,7244.33255475571,,
560453,Buffaloe Road Athletic Park,165.58183531,CITY OF RALEIGH,RALEIGH,PARK,,,,NEUSE RIVER,,7212744.74621466,11695.9210440742,,
560454,,0.49566439,RIGHT OF WAY,RALEIGH,OPEN SPACE,,,,,,21591.1407970981,660.027118331413,,
560455,FEMA HMGP Phase 1-9,0.33031777,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,14388.641991816,481.440523811966,,
560456,,0.64753941,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,28206.8168020909,920.366872405486,,
560457,,0.71234355,WAKE FOREST TOWN OF THE,WAKE FOREST,OPEN SPACE,,,,,,31029.6850673118,883.158990068221,,
560458,,0.04702937,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,,,2048.59953055169,554.279928872879,,
560459,,0.58997293,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,,,25699.2207421057,1370.95775213435,,
560460,,0.16633605,CITY OF RALEIGH,RALEIGH,,,,,,,7245.59831039557,386.174081066298,,2019-06-27T15:16:52.000Z
560461,,0.12359486,CITY OF RALEIGH,RALEIGH,,,,,,,5383.79216545491,318.073403038703,,2019-06-27T15:17:04.000Z
560462,,0.09614388,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,4188.0276124979,327.484398783077,,
560463,Sanderson High School,45.78993837,WAKE COUNTY BOARD OF EDUCATION,RALEIGH,SCHOOL,WAKE COUNTY BOARD OF EDUCATION, ,765,,,1994609.71530697,6012.88085811239,,
560464,Cedar Hills Rotary Park,38.49449629,CITY OF RALEIGH,RALEIGH,PARK, , , ,,,1676820.25819577,6950.56195191504,,
560465,Sertoma Arts Center,23.45438669,CITY OF RALEIGH,RALEIGH,PARK, , , ,,,1021673.08413409,4500.24620724033,,
560466,Centennial Park,9.97254559,TOWN OF GARNER,GARNER,PARK,,,,,,434404.085954675,2715.37872450825,,
560467,,0.15063436,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,6561.63269446814,367.269527087689,,
560468,,1.25408377,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,54627.8891408994,1121.83906417002,,
560469,,1.62438813,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,70758.3469548388,1198.60548295427,,
560470,,6.88489159,TOWN OF APEX,APEX,OPEN SPACE,,,,,,299905.8774976,2771.58254249171,,
560471,,0.2107247,CARY TOWN OF,CARY,OPEN SPACE,,,,,,9179.17101155207,558.110791262608,,
560472,Lower Walnut Creek Trail,14.43653379,CITY OF RALEIGH,RALEIGH,GREENWAY, , , ,WALNUT CREEK,,628855.227919763,7681.01947049403,,
560473,Walnut Creek Park North,103.58319697,CITY OF RALEIGH,RALEIGH,PARK, , , ,WALNUT CREEK,,4512084.05984918,10326.4000072099,,
560474,Athens Drive High School,50.26851909,WAKE COUNTY BOARD OF EDUCATION,RALEIGH,SCHOOL,WAKE COUNTY BOARD OF EDUCATION, ,780,,,2189696.69166307,7394.65106984845,,
560475,Swift Creek Greenway,4.02486395,TOWN OF CARY,CARY,GREENWAY, , , ,CRABTREE CREEK,,175323.067593031,2768.94844925692,,
560476,Briarcliff Elementary,17.90993542,WAKE COUNTY BOARD OF EDUCATION,CARY,SCHOOL,WAKE COUNTY BOARD OF EDUCATION, ,782,,,780161.421593692,3515.75177254008,,
560477,Quarry Street Park,0.35873579,CITY OF RALEIGH,RALEIGH,PARK, , , ,,,15626.5308846904,507.415159582118,,
560478,Martin Luther King Junior Memorial,2.34803746,CITY OF RALEIGH,RALEIGH,PARK, , , ,,,108420.577952727,2142.89441477046,,
560479,Upper Walnut Creek Greenway,17.74328385,CITY OF RALEIGH,RALEIGH,GREENWAY, , , ,WALNUT CREEK,,772894.24456966,5173.67158804197,,
560480,Rocky Branch Trail,3.32496066,CITY OF RALEIGH,RALEIGH,GREENWAY, , , ,ROCKY BRANCH,,139578.202024415,2416.19930764775,,
560481,Lee Street Park,0.30292196,CITY OF RALEIGH,RALEIGH,PARK,, , ,,,13195.2806901208,465.589964388562,,
560482,,0.3505914,CTIY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,15271.7614740963,494.472381590093,,
560483,Walnut Creek - City Farm Road Trail,23.31479155,STATE OF NORTH CAROLINA,RALEIGH,GREENWAY,CITY OF RALEIGH,,,WALNUT CREEK,,1015592.31983186,4055.56131934219,,
560484,,7.22541646,CITY OF RALEIGH,RALEIGH,GREENWAY,,EASEMENT,,NEUSE RIVER,,314739.141212204,4303.63185489366,,
560485,,0.05046571,CTIY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,2198.28616209885,212.801618830333,,
560486,Lockhart Elementary,16.47774436,WAKE COUNTY BOARD OF EDUCATION,KNIGHTDALE,SCHOOL,WAKE COUNTY BOARD OF EDUCATION, , ,,,709353.453599132,3629.74662823652,,
560487,West Cary Middle School,34.51517724,WAKE COUNTY BOARD OF EDUCATION,CARY,SCHOOL,WAKE COUNTY BOARD OF EDUCATION, ,795,,,1503481.12050412,5719.76095745712,,
