OBJECTID,SHAPELEN,TRAIL_NAME,CORRIDOR_NAME,OWNER,OWNER2,TRAIL_STATUS,TRAIL_CONDITION,TRAIL_SURFACE,TRAIL_CLASS,LENGTH,WIDTH,SLOPE,SUBSEGMENT_NAME,STREET,OPEN_DATE,MAINTAIN_DATE,EMERGENCY,LIGHTING,ACCESSIBILITY_STATUS,PUBLIC_ACCESS,ATV,BIKE,DOG,HIKE,PACK,WCRAFTMTR,WCRAFTNMTR,COMMENTS,SEG_LENGTH
599,5919.23667312543,Sanford Creek Greenway,Sanford Creek Greenway,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,1.12106751,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,https://www.wakeforestnc.gov/greenways.aspx,5919.23667313
600,5747.40761389795,Smith Creek Greenway,Smith Creek Greenway,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,1.08852415,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,https://www.wakeforestnc.gov/greenways.aspx,5747.4076139
601,295.673520552986,Smith Creek Greenway,Smith Creek Greenway,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,0.05599878,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,https://www.wakeforestnc.gov/greenways.aspx,295.67352056
602,1220.90335668056,Dunn Creek Greenway,Dunn Creek Greenway,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,0.2312317,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,https://www.wakeforestnc.gov/greenways.aspx,1220.90335668
603,206.442410421225,Dunn Creek Greenway,Dunn Creek Greenway,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,0.03909894,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,https://www.wakeforestnc.gov/greenways.aspx,206.44241042
604,2424.00587118042,Dunn Creek Greenway,Dunn Creek Greenway,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,0.4608199,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,https://www.wakeforestnc.gov/greenways.aspx,2424.00587118
605,160.717914327001,Dunn Creek Greenway,Dunn Creek Greenway,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,0.030439,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,https://www.wakeforestnc.gov/greenways.aspx,160.71791433
616,7139.05527380131,Crabtree Creek Greenway,Crabtree Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,1.3520938,10,,From Black Creek to Evans Road,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,7139.05527379
707,3544.54860611355,Kit Creek Greenway,Kit Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.67131602,8,,Little Dr to Kit Creek Rd,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,3544.54860612
715,325.963351751818,Downing Village Greenway,Downing Village Greenway,Town of Cary,,EXISTING,,CONCRETE,,0.06173548,8,,Along Downing Glen Drive,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,325.96335174
716,1928.18559784276,Bishops Gate Greenway,Bishops Gate Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.36518667,10,,Pond To Pond,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1928.18559785
717,1282.45471420019,Symphony Lake Greenway,Symphony Lake Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.24288915,10,,Along Regency Parkway,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1282.45471419
736,117.164406491788,White Oak GW Connector,White Oak GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.02219023,10,,Connects to Davis Dr,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,117.16440649
740,6351.19329488332,Davis Dr Street-Side Trail,Davis Dr Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,1.20287752,10,,Lake Grove Blvd to Carramore Ave,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,6351.19329487
741,224.60996085313,Panther Creek GW Connector,Panther Creek GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.04253977,10,,Connects to Belles Landing Court,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,224.60996087
742,219.134489680331,Cary Park Lake GW Connector,Cary Park Lake GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.04150274,6,,Connects to Alden Bridge Drive,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,219.13448968
744,535.375503291197,Oxxford Hunt Greenway,Oxxford Hunt Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.10139688,9,,Swift Creek GW to Pedestrian Bridge,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,535.3755033
745,506.47928562356,White Oak GW Connector,White Oak GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.09592411,10,,Park Scene Ln (south) to White Oak Ped Tunnel,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,506.47928563
746,4702.73480150758,Black Creek Greenway,Black Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.89066947,10,,Maynard Crossing Ct to Carousel Ln,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,4702.73480149
665,535.375503291197,Oxxford Hunt Greenway,Oxxford Hunt Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.10139688,9,,Swift Creek GW to Pedestrian Bridge,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,535.3755033
666,506.47928562356,White Oak GW Connector,White Oak GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.09592411,10,,Park Scene Ln (south) to White Oak Ped Tunnel,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,506.47928563
667,4702.73480150758,Black Creek Greenway,Black Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.89066947,10,,Maynard Crossing Ct to Carousel Ln,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,4702.73480149
669,558.894368982178,GLC Rd Street-Side Trail (West),GLC Rd Street-Side Trail (West),Town of Cary,,EXISTING,,CONCRETE,,0.10585121,10,,Waterford PDD,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,558.89436899
670,173.808627330218,NC 55 Street-Side Trail (West),NC 55 Street-Side Trail (West),Town of Cary,,EXISTING,,CONCRETE,,0.0329183,10,,Front of American Mulch,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,173.80862733
674,1546.33908072862,Yates Store Rd Street-Side Trail,Yates Store Rd Street-Side Trail,Town of Cary,,EXISTING,,ASPHALT,,0.29286725,10,,From Weldon Ridge GW to Montvale GW,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1546.33908072
677,920.263758423137,Black Creek Greenway,Black Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.17429238,10,,From Castalia Dr to Battery Loop,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,920.26375841
681,1912.3364249258,Crabtree Creek Greenway,Crabtree Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.36218493,10,,From Evans Road tie-in to Evans & Aviation Pkwy,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,1912.33642493
682,1190.9648976797,Morrisville Pkwy Street-Side Trail,Morrisville Pkwy Street-Side Trail,Town of Cary,,EXISTING,,ASPHALT,,0.22556153,10,,Copperleaf Reserve frontage to Ferson Rd,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1190.96489769
683,1136.7608763762,Green Hope School Rd Street-Side Trail,Green Hope School Rd Street-Side Trail,Town of Cary,,EXISTING,,ASPHALT,,0.21529562,0,,Green Level Church Rd to Bellewood,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1136.76087638
690,275.511108943119,Green Hope School GW Connector,Green Hope School GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.05218013,10,,Connects to Fryar Lane,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,275.51110894
691,3840.13587533129,Camp Branch Greenway,Camp Branch Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.72729846,10,,Through Stanton Place,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,3840.13587535
692,3057.17480109452,Churchill Estates Greenway,Churchill Estates Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.57901038,10,,Ten Ten Road Through Churchill Estates,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,3057.17480106
693,1334.75577234235,Yates Store Rd Street-Side Trail,Yates Store Rd Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.25279465,10,,Amberly Lake McCrimmon Pkwy,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1334.75577235
695,7139.05527380131,Crabtree Creek Greenway,Crabtree Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,1.3520938,10,,From Black Creek to Evans Road,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,7139.05527379
779,227.843527934604,White Oak GW Connector,White Oak GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.04315218,6,,Connects to Bowers Lane,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,227.84352794
780,306.964372583806,White Oak Creek Greenway,White Oak Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.05813719,10,,Bond Lake Trail to Crabtree Creek GW,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,306.96437258
781,995.483166643126,Black Creek Greenway,Black Creek Greenway,Town of Cary,,EXISTING,,CONCRETE,,0.18853848,10,,Maynard Crossing Ct,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,995.48316664
782,1018.23605832633,Black Creek Greenway,Black Creek Greenway,Town of Cary,,EXISTING,,CONCRETE,,0.19284774,10,,Dogwood Forest Dr to High House Rd,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1018.23605834
783,668.952051271881,Black Creek GW Connector,Black Creek GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.12669546,6,,Connects to Weston Pkwy,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,668.95205128
784,102.055854613944,Bishops Gate GW Connector,Bishops Gate GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.01932876,9,,Connects to Abbey Hall Way,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,102.05585461
785,299.672991625908,Hinshaw GW Connector,Hinshaw GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.05675625,8,,Connects to new bridge,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,299.67299163
786,4571.04872838316,Morris Branch Greenway,Morris Branch Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.86572893,10,,Yates Store Rd to Amberly Lake,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,4571.04872838
787,3199.64994034424,Carramore Ave Street-Side Trail,Carramore Ave Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.60599431,10,,Davis Drive to Louis Stephens,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,3199.64994035
788,776.866307605962,Highcroft Elementary GW Connector,Highcroft Elementary GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.14713377,10,,From Green Hope School Greenway,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,776.8663076
789,1171.26057983684,Woodlands Greenway,Woodlands Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.22182966,10,,Thomas Brooks Park to GLC Rd,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1171.26057983
790,1464.67271170547,Green Level Greenway,Green Level Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.27740013,7,,Within Thomas Brooks Park,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1464.6727117
791,215.307942034424,Swift Creek GW Connector,Swift Creek GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.04077802,9,,Connects to Kildaire Farm Road,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,215.30794204
792,41.1607041277352,Northwoods GW Connector,Northwoods GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.00779559,7,,Connects to Northwoods Elem School,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,41.16070412
793,394.342772717659,Green Level Greenway,Green Level Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.07468613,10,,Connects to Mills Park Dr,,2010-12-31T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,394.34277271
794,1083.04102502064,Ten Ten Rd Street-Side Trail,Ten Ten Rd Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.20512141,10,,Along Churchill Estates Sub,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1083.04102502
795,972.041239421458,Thomas Brooks Park Greenway,Thomas Brooks Park Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.18409872,7,,Within Thomas Brooks Park,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,972.04123943
796,60.5611969871301,Speight Branch GW Connector,Speight Branch GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.01146992,10,,Connects to Tryon Road North Side,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,60.561197
797,1509.71953744039,White Oak Creek Greenway,White Oak Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.28593173,10,,Bond Lake Dam Segment,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1509.71953745
798,1407.92089288355,GLC Rd Street-Side Trail (West),GLC Rd Street-Side Trail (West),Town of Cary,,EXISTING,,ASPHALT,,0.26665168,10,,Along Alston Ridge Elementary,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1407.92089288
799,160.614753830995,Glenkirk GW Connector,Glenkirk GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.03041946,8,,Connects to Crigan Bluff Dr,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,160.61475383
800,732.479420309196,Green Hope School Greenway,Green Hope School Greenway,Town of Cary,,EXISTING,,CONCRETE,,0.13872716,7,,Edgemore Ave to Sears Farm Rd Park,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,732.4794203
813,205.339551546132,CARY TENNIS PARK GREENWAY,CARY TENNIS PARK GREENWAY,Town of Cary,,EXISTING,,ASPHALT,,0.03889007,10,,GREEN HOPE HIGH SCHOOL TO HERO PLACE,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,205.33955156
815,61.2164254815017,Brier's Creek Greenway,Brier's Creek Greenway,Town of Cary,,EXISTING,,CONCRETE,,0.01159402,0,,From Weston Pkwy to Crabtree Creek GW,,2018-10-03T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,61.21642548
816,416.73593102584,Amberly Glen Phase 2B Private Trail,Amberly Glen Phase 2B Private Trail,Town of Cary,,EXISTING,,ASPHALT,,0.07892726,6,, ,,2018-11-29T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,416.73593103
817,159.07259004871,Amberly Glen Connector,Amberly Glen Connector,Town of Cary,,EXISTING,,ASPHALT,,0.03012738,6,,White Iris Loop to Amberly Greenway,,2018-12-02T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,159.07259004
818,70.7121831208615,Amberly Greenway,Amberly Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.01339246,10,,OKelly Chapel Rd south to Courtyards of Cary,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,70.71218313
819,314.599405991859,Amberly Lake Greenway,Amberly Lake Greenway,Town of Cary,,EXISTING,,CONCRETE,,0.05958322,10,, ,,2019-02-13T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,314.599406
820,52.3873419146535,Amberly Lake Greenway,Amberly Lake Greenway,Town of Cary,,EXISTING,,CONCRETE,,0.00992185,10,,ALFORTH PLACE TO YATES STORE ROAD,,,,,,ACCESSIBLE,,,YES,,YES, ,,, ,52.38734192
821,438.739821387856,Yates Store Road,Yates Store Road,Town of Cary,,EXISTING,,ASPHALT,,0.08309466,8,, ,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,438.73982139
822,2153.29462941141,Montvale Greenway,Montvale Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.40782095,0,,From ATT through Montvale Sub,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,2153.29462941
823,339.90121143738,American Tobacco Trail Greenway Connector,American Tobacco Trail Greenway Connector,Town of Cary,,EXISTING,,ASPHALT,,0.06437523,10,, ,,2018-07-31T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,339.90121143
824,1901.45040240539,Highcroft Dr Street-Side Trail,Highcroft Dr Street-Side Trail,Town of Cary,,EXISTING,,ASPHALT,,0.36012318,10,,North of McCrimmon Pkwy,,2017-07-09T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,1901.4504024
801,1284.38154836231,Downing Village Greenway,Downing Village Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.24325408,8,,Indian Creek GW  to Downing Village,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1284.38154837
802,5398.89267644045,Kildaire Farm Rd Street-Side Trail,Kildaire Farm Rd Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,1.02251755,10,,Hemlock Bluffs to Dutchman's Branch GW,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,5398.89267646
803,1431.34335002776,Kildaire Farm Rd Street-Side Trail,Kildaire Farm Rd Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.27108776,8,,Hemlock Bluffs to Dutchman's Branch GW,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1431.34335003
804,150.461955890642,Weldon Ridge Greenway,Weldon Ridge Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.02849658,9,,Weldon Ridge Blvd to Subdivision,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,150.4619559
806,943.229485141514,Woodlands Greenway,Woodlands Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.17864195,7,,Along GLC Rd,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,943.22948514
807,1526.2431537437,Mills Farm Rd Street-Side Trail,Mills Farm Rd Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.2890612,10,, ,,2017-06-08T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,1526.24315375
810,398.492151456565,Convention Dr Street-Side Trail,Convention Dr Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.075472,15,,From Cary Towne Blvd to Aquatics Center,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,398.49215146
811,573.49134775366,Amberly Lake Greenway,Amberly Lake Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.10861579,10,,ALFORTH PLACE TO YATES STORE ROAD,,,,,,ACCESSIBLE,,,YES,,YES, ,,, ,573.49134775
748,558.894368982178,GLC Rd Street-Side Trail (West),GLC Rd Street-Side Trail (West),Town of Cary,,EXISTING,,CONCRETE,,0.10585121,10,,Waterford PDD,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,558.89436899
749,173.808627330218,NC 55 Street-Side Trail (West),NC 55 Street-Side Trail (West),Town of Cary,,EXISTING,,CONCRETE,,0.0329183,10,,Front of American Mulch,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,173.80862733
753,1546.33908072862,Yates Store Rd Street-Side Trail,Yates Store Rd Street-Side Trail,Town of Cary,,EXISTING,,ASPHALT,,0.29286725,10,,From Weldon Ridge GW to Montvale GW,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1546.33908072
756,920.263758423137,Black Creek Greenway,Black Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.17429238,10,,From Castalia Dr to Battery Loop,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,920.26375841
760,1912.3364249258,Crabtree Creek Greenway,Crabtree Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.36218493,10,,From Evans Road tie-in to Evans & Aviation Pkwy,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,1912.33642493
761,1190.9648976797,Morrisville Pkwy Street-Side Trail,Morrisville Pkwy Street-Side Trail,Town of Cary,,EXISTING,,ASPHALT,,0.22556153,10,,Copperleaf Reserve frontage to Ferson Rd,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1190.96489769
762,1136.7608763762,Green Hope School Rd Street-Side Trail,Green Hope School Rd Street-Side Trail,Town of Cary,,EXISTING,,ASPHALT,,0.21529562,0,,Green Level Church Rd to Bellewood,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1136.76087638
769,275.511108943119,Green Hope School GW Connector,Green Hope School GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.05218013,10,,Connects to Fryar Lane,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,275.51110894
770,3840.13587533129,Camp Branch Greenway,Camp Branch Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.72729846,10,,Through Stanton Place,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,3840.13587535
771,3057.17480109452,Churchill Estates Greenway,Churchill Estates Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.57901038,10,,Ten Ten Road Through Churchill Estates,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,3057.17480106
772,1334.75577234235,Yates Store Rd Street-Side Trail,Yates Store Rd Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.25279465,10,,Amberly Lake McCrimmon Pkwy,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1334.75577235
773,1895.63033438551,Greystone Greenway,Greystone Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.3590209,10,,From Greystone to Copperleaf MU Trail,,2014-11-11T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1895.63033438
774,2037.39988553584,GLC Rd Street-Side Trail (East),GLC Rd Street-Side Trail (East),Town of Cary,,EXISTING,,ASPHALT,,0.38587119,9,,Carpenter Fire Station Road to Panther Creek GW,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,2037.39988554
775,276.255692958221,Panther Creek Greenway,Panther Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.05232115,10,,Connects Across GLCR,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,276.25569296
776,1046.49004924524,Western Wake Library Greenway,Western Wake Library Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.19819887,10,,Within Library Property,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1046.49004924
777,753.747720841725,Highcroft Dr Street-Side Trail,Highcroft Dr Street-Side Trail,Town of Cary,,EXISTING,,ASPHALT,,0.14275525,10,,Highcroft Dr at Panther Creek,,2008-02-19T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,753.74772084
778,148.992485381713,Morris Branch GW Connector,Morris Branch GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.02821827,10,,Connects to GLCR,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,148.99248538
868,935.590847210136,Walnut Street Park Greenway,Walnut Street Park Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.17719524,15,,Within Walnut Street Park,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,935.59084722
869,441.234982501356,Swift Creek GW Connector,Swift Creek GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.08356723,9,,Connects to Ritter Park,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,441.23498249
870,3373.71705107582,Pirates Cove  Greenway,Pirates Cove  Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.63896156,7,,MacDonald Woods/Kids extension,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,3373.71705106
871,1439.23001128615,Hinshaw Greenway,Hinshaw Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.27258144,10,,Thurston Dr to Piney Plains GW,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1439.23001129
872,1313.74978704338,Symphony Lake Greenway,Symphony Lake Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.24881625,10,,Links Symphony Lake Trail to Regency Parkway,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1313.74978705
873,332.648090515995,Symphony Lake GW Connector,Symphony Lake GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.06300153,6,,Connects Trail to Parking Lot,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,332.64809051
874,478.570540607743,Lake Grove Blvd Street-Side Trail,Lake Grove Blvd Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.09063836,10,,Downing Village GW,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,478.57054061
875,1424.78984773073,Green Hope School Greenway,Green Hope School Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.26984656,10,,Highcroft Village GW to Highcroft SS Trail,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1424.78984773
876,395.990696437377,Highcroft Village Greenway,Highcroft Village Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.07499824,10,,Green Hope School GW to Cozy Oak Ave,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,395.99069643
877,438.041484236568,Davis Dr Street-Side Trail,Davis Dr Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.0829624,10,,Davis Drive north to McCrimmon Pkwy,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,438.04148424
878,3436.14736001391,Speight Branch Greenway,Speight Branch Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.65078548,10,,Connects park trails under Tryon Rd,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,3436.14736001
879,2115.14167215337,Green Hope School Rd Street-Side Trail,Green Hope School Rd Street-Side Trail,Town of Cary,,EXISTING,,ASPHALT,,0.40059501,10,,Morrisville Pkwy to eastern edge of Copperleaf GHS,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,2115.14167215
880,1723.49217903913,Annie Jones Greenway,Annie Jones Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.32641897,7,,Coatbridge Segment,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1723.49217904
881,527.026335480406,Annie Jones Greenway,Annie Jones Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.09981559,10,,Coatbridge Segment,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,527.02633547
882,925.319687613149,White Oak GW Connector,White Oak GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.17524994,10,,Connects to GLC Road,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,925.31968761
883,991.133694373273,Pittard Sears Rd Street-Side Trail,Pittard Sears Rd Street-Side Trail,Town of Cary,,EXISTING,,ASPHALT,,0.18771471,10,,ATT Connector,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,991.13369437
886,448.364292058266,NC 55 Street-Side Trail (East),NC 55 Street-Side Trail (East),Town of Cary,,EXISTING,,CONCRETE,,0.08491748,8,,White Oak GW to  Parkscene Lane,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,448.36429206
887,456.045213409288,Panther Creek Greenway,Panther Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.0863722,10,,Crosspointe Church Expansion,,2017-08-05T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,456.04521342
